date,lang,urls,media,source,user_id,hashtags,is_quote,is_reply,mentions,tweet_id,username,verified,full_text,tweet_url,created_at,quoted_url,view_count,quote_count,quoted_text,reply_count,collected_at,display_name,is_main_tweet,retweet_count,user_location,favorite_count,in_reply_to_url,quoted_tweet_id,quoted_username,user_created_at,user_description,in_reply_to_user_id,user_statuses_count,user_followers_count,user_following_count,in_reply_to_status_id,in_reply_to_screen_name
2026-02-16T09:49:44,in,[],"[{""url"":""https://pbs.twimg.com/media/HBRThVUasAIFNST.jpg"",""type"":""photo"",""display_url"":""pic.x.com/6JgqhZiJRy""}]",Twitter for Android,1248538148990152704,[],false,false,[],2023333967622258799,Ghurem2,false,"Pokoknya...
HIDUP MBG 
apapun dikerahkan demi MBG 
termasuk Dana Zakat yg harusnya hanya untuk Fakir miskin dan anak yatim 
Ambisi yg mengerikan !! https://t.co/6JgqhZiJRy",https://x.com/Ghurem2/status/2023333967622258799,Mon Feb 16 09:49:44 +0000 2026,,206994,531,,864,2026-03-31T17:35:01.182032,HUREM,true,1558,Jateng  Indonesia,3583,,,,Fri Apr 10 09:08:05 +0000 2020,⛔DM,,138511,38130,21034,,
2026-02-16T18:24:38,in,[],[],Twitter for Android,1398239443979407364,[],false,true,"[{""name"":""HUREM"",""user_id"":""1248538148990152704"",""username"":""Ghurem2""}]",2023463549054709979,PatihGutawa,false,@Ghurem2 Inilah Program Maling Berkedok Gizi,https://x.com/PatihGutawa/status/2023463549054709979,Mon Feb 16 18:24:38 +0000 2026,,8393,0,,1,2026-03-31T17:35:01.182086,Patih Gutawa 🇮🇩🇮🇩,false,3,,116,https://x.com/Ghurem2/status/2023333967622258799,,,Fri May 28 11:27:47 +0000 2021,Aku hanya seorang Petani yang Cinta NKRI,1248538148990152704,5756,744,776,2023333967622258799,Ghurem2
2026-02-17T01:38:23,in,[],[],Twitter for Android,1248538148990152704,[],false,true,"[{""name"":""Patih Gutawa 🇮🇩🇮🇩"",""user_id"":""1398239443979407364"",""username"":""PatihGutawa""}]",2023572702259519569,Ghurem2,false,@PatihGutawa Menuju kehancuran,https://x.com/Ghurem2/status/2023572702259519569,Tue Feb 17 01:38:23 +0000 2026,,7725,0,,1,2026-03-31T17:35:01.182116,HUREM,false,0,Jateng  Indonesia,17,https://x.com/PatihGutawa/status/2023463549054709979,,,Fri Apr 10 09:08:05 +0000 2020,⛔DM,1398239443979407364,138511,38130,21034,2023463549054709979,PatihGutawa
2026-02-17T02:09:24,in,[],[],Twitter for Android,1321774693259472897,[],false,true,"[{""name"":""HUREM"",""user_id"":""1248538148990152704"",""username"":""Ghurem2""}]",2023580511655129353,Kucinganggora_8,false,@Ghurem2 Kirain menggebu2 pengen jadi presiden ingjn membuat negara makin maju eh ga taunya KORUPSINYA yg makin maju,https://x.com/Kucinganggora_8/status/2023580511655129353,Tue Feb 17 02:09:24 +0000 2026,,7481,0,,3,2026-03-31T17:35:01.182153,Rose_Berduri,false,1,,75,https://x.com/Ghurem2/status/2023333967622258799,,,Thu Oct 29 11:24:20 +0000 2020,Santai saja || ❌🚫& Big No DM || nyusup jdi Pro NKRI apalagi Kadrun auto 🚫|| loe ga suka gue silahkan 🚫 || 好きなの。会いたい 😍,1248538148990152704,43359,2419,2192,2023333967622258799,Ghurem2
2026-02-17T02:43:15,in,[],[],Twitter for Android,1248538148990152704,[],false,true,"[{""name"":""Rose_Berduri"",""user_id"":""1321774693259472897"",""username"":""Kucinganggora_8""}]",2023589027769962517,Ghurem2,false,@Kucinganggora_8 Menggebu Krn ngebet duduk di singgasana dipuja disanjung2 dan dipatuhi banyak orang,https://x.com/Ghurem2/status/2023589027769962517,Tue Feb 17 02:43:15 +0000 2026,,6742,0,,2,2026-03-31T17:35:01.182185,HUREM,false,0,Jateng  Indonesia,22,https://x.com/Kucinganggora_8/status/2023580511655129353,,,Fri Apr 10 09:08:05 +0000 2020,⛔DM,1321774693259472897,138511,38130,21034,2023580511655129353,Kucinganggora_8
2026-02-16T23:32:11,in,[],[],Twitter for Android,2014853855469879296,[],false,true,"[{""name"":""HUREM"",""user_id"":""1248538148990152704"",""username"":""Ghurem2""}]",2023540946076660130,blacksanrego,false,"@Ghurem2 Pemahaman agamanya sptnya kurang..gw sih jg meragukan akan hal itu,bkn bermksd suuzon tp klo melihat polanya sptny mmg bgt..",https://x.com/blacksanrego/status/2023540946076660130,Mon Feb 16 23:32:11 +0000 2026,,9173,0,,7,2026-03-31T17:35:01.182232,Sanrego black,false,0,Indonesia,51,https://x.com/Ghurem2/status/2023333967622258799,,,Sat Jan 24 00:13:15 +0000 2026,"diujung gelap sll ada terang
suka follow..gk suka unfoll
bagus kita dukung..bobrok kita kritik dan kuliti..",1248538148990152704,1403,27,105,2023333967622258799,Ghurem2
2026-02-17T01:40:20,in,[],[],Twitter for Android,1248538148990152704,[],false,true,"[{""name"":""Sanrego black"",""user_id"":""2014853855469879296"",""username"":""blacksanrego""}]",2023573193764868227,Ghurem2,false,"@blacksanrego Bukan cuma kurang,tp jauuuh 
Ulama pun gak brani kasih masukan",https://x.com/Ghurem2/status/2023573193764868227,Tue Feb 17 01:40:20 +0000 2026,,8318,0,,1,2026-03-31T17:35:01.182262,HUREM,false,0,Jateng  Indonesia,26,https://x.com/blacksanrego/status/2023540946076660130,,,Fri Apr 10 09:08:05 +0000 2020,⛔DM,2014853855469879296,138511,38130,21034,2023540946076660130,blacksanrego
2026-02-16T16:33:47,in,[],[],Twitter for Android,1722079575449194496,[],false,true,"[{""name"":""HUREM"",""user_id"":""1248538148990152704"",""username"":""Ghurem2""}]",2023435650830385217,WisanggeniLagi,false,@Ghurem2 Karena gampang banget ngeruk duit atas nama kemiskinan rakyat!!!,https://x.com/WisanggeniLagi/status/2023435650830385217,Mon Feb 16 16:33:47 +0000 2026,,3716,0,,1,2026-03-31T17:35:01.182290,Wisanggeni,false,0,"Yogyakarta, Indonesia",22,https://x.com/Ghurem2/status/2023333967622258799,,,Wed Nov 08 02:32:38 +0000 2023,Eyeh Asher Eyeh,1248538148990152704,14308,1279,929,2023333967622258799,Ghurem2
2026-02-17T01:37:58,in,[],[],Twitter for Android,1248538148990152704,[],false,true,"[{""name"":""Wisanggeni"",""user_id"":""1722079575449194496"",""username"":""WisanggeniLagi""}]",2023572598446322038,Ghurem2,false,@WisanggeniLagi Betul apalagi kalo ulama ikut mendukung Pemerintah,https://x.com/Ghurem2/status/2023572598446322038,Tue Feb 17 01:37:58 +0000 2026,,3167,0,,1,2026-03-31T17:35:01.182316,HUREM,false,0,Jateng  Indonesia,8,https://x.com/WisanggeniLagi/status/2023435650830385217,,,Fri Apr 10 09:08:05 +0000 2020,⛔DM,1722079575449194496,138511,38130,21034,2023435650830385217,WisanggeniLagi
2026-02-16T16:31:37,in,[],[],Twitter for Android,1603738769982513152,[],false,true,"[{""name"":""HUREM"",""user_id"":""1248538148990152704"",""username"":""Ghurem2""}]",2023435104761360407,Juliane53240052,false,"@Ghurem2 negara sdh tak punya fulus dan banyak  berhutang.
smua diambil yg penting proyek MBG gasss trusss🤔🫣",https://x.com/Juliane53240052/status/2023435104761360407,Mon Feb 16 16:31:37 +0000 2026,,4888,0,,1,2026-03-31T17:35:01.182342,Jul....,false,0,"Kota Bandung, Jawa Barat",20,https://x.com/Ghurem2/status/2023333967622258799,,,Fri Dec 16 13:08:35 +0000 2022,,1248538148990152704,17383,1103,1234,2023333967622258799,Ghurem2
