date,lang,urls,media,source,user_id,hashtags,is_quote,is_reply,mentions,tweet_id,username,verified,full_text,tweet_url,created_at,quoted_url,view_count,quote_count,quoted_text,reply_count,collected_at,display_name,is_main_tweet,retweet_count,user_location,favorite_count,in_reply_to_url,quoted_tweet_id,quoted_username,user_created_at,user_description,in_reply_to_user_id,user_statuses_count,user_followers_count,user_following_count,in_reply_to_status_id,in_reply_to_screen_name
2026-01-21T12:00:01,in,[],"[{""url"":""https://pbs.twimg.com/media/G_Lezv7aQAABcW0.jpg"",""type"":""photo"",""display_url"":""pic.x.com/RZVXOW3Sva""},{""url"":""https://pbs.twimg.com/media/G_LezthWQAA_1im.jpg"",""type"":""photo"",""display_url"":""pic.x.com/RZVXOW3Sva""}]",Twitter Web App,18129942,[],false,false,[],2013944673065201961,tempodotco,true,JPPI: Pemerintah Bisa Hemat Rp 36 Triliun jika MBG Dihentikan Selama Ramadan https://t.co/RZVXOW3Sva,https://x.com/tempodotco/status/2013944673065201961,Wed Jan 21 12:00:01 +0000 2026,,1277267,861,,576,2026-03-31T17:27:31.691293,tempo.co,true,6825,Indonesia,33358,,,,Mon Dec 15 03:54:15 +0000 2008,"sejak 1971 | enak dibaca dan perlu | follow untuk berita terbaru, laporan khusus, dan penjelasan yang seru.",,1438042,2333018,19,,
2026-01-21T13:39:48,in,[],[],Twitter for iPhone,30831865,[],false,true,"[{""name"":""tempo.co"",""user_id"":""18129942"",""username"":""tempodotco""}]",2013969781930828057,adskals,true,@tempodotco 36 Trilyun buat THR Guru ❤️,https://x.com/adskals/status/2013969781930828057,Wed Jan 21 13:39:48 +0000 2026,,28890,0,,12,2026-03-31T17:27:31.691368,ΛDI ✴️,false,29,Earth,1146,https://x.com/tempodotco/status/2013944673065201961,,,Mon Apr 13 08:29:16 +0000 2009,Husband • Father of 2 • AS Roma • Daily engager on X • Open for collabs • 🇮🇩,18129942,222564,9278,4223,2013944673065201961,tempodotco
2026-01-21T15:42:55,in,[],[],Twitter for iPhone,1052703629528854530,[],false,true,"[{""name"":""tempo.co"",""user_id"":""18129942"",""username"":""tempodotco""},{""name"":""Alfikri Fauzi"",""user_id"":""453126344"",""username"":""AlfikriFauzi""}]",2014000765099257929,dr_koko28,true,@tempodotco @AlfikriFauzi Jadiin uang langsung untuk keluarga saja,https://x.com/dr_koko28/status/2014000765099257929,Wed Jan 21 15:42:55 +0000 2026,,18665,0,,0,2026-03-31T17:27:31.691420,dr. Andi Khomeini Takdir,false,2,"Menteng, Indonesia",55,https://x.com/tempodotco/status/2013944673065201961,,,Wed Oct 17 23:31:18 +0000 2018,👨‍⚕️ Internist & Chairman JDN 🇲🇨,18129942,56118,205780,5593,2013944673065201961,tempodotco
2026-01-22T07:20:05,in,"[{""url"":""https://t.co/UlDFwRW1dm"",""display_url"":""x.com/ekowboy2/statu…"",""expanded_url"":""https://x.com/ekowboy2/status/2014235032228069811?s=46""}]",[],Twitter for iPhone,1006827831995711488,[],true,true,"[{""name"":""tempo.co"",""user_id"":""18129942"",""username"":""tempodotco""}]",2014236613241716922,ekowboy2,true,@tempodotco Prabowo habis dari Inggris langsung ke Swiss aja https://t.co/UlDFwRW1dm,https://x.com/ekowboy2/status/2014236613241716922,Thu Jan 22 07:20:05 +0000 2026,https://x.com/ekowboy2/status/2014235032228069811,5418,0,"Di setiap kunjungan luar negeri, prabowo selalu sempatkan bertemu diaspora Indonesia para pejuang devisa

Meski merantau bertahun-tahun di negeri orang mereka masih merah putih, sederhana tapi bermakna.. https://t.co/zilxGqdQ0r",0,2026-03-31T17:27:31.691476,𝓔𝓴𝓸 𝓦𝓲𝓭𝓸𝓭𝓸,false,0,,0,https://x.com/tempodotco/status/2013944673065201961,2014235032228069811,ekowboy2,Wed Jun 13 09:17:15 +0000 2018,PENYAMBUNG LIDAH NETIZEN 📢,18129942,12604,199970,1216,2013944673065201961,tempodotco
2026-01-21T14:03:50,in,[],[],Twitter for Android,270026218,[],false,true,"[{""name"":""tempo.co"",""user_id"":""18129942"",""username"":""tempodotco""}]",2013975831907795331,thebadkop,false,"@tempodotco Redaksionalnya harusnya bgni:

Pemerintah kehilangan potensi korupsi 36 triliun jika MBG dihentikan selama Ramadan",https://x.com/thebadkop/status/2013975831907795331,Wed Jan 21 14:03:50 +0000 2026,,5616,0,,1,2026-03-31T17:27:31.691526,bad cop,false,19,"Alaska, MI",143,https://x.com/tempodotco/status/2013944673065201961,,,Mon Mar 21 21:35:25 +0000 2011,FCK ZNST,18129942,8564,229,31,2013944673065201961,tempodotco
2026-01-21T15:26:17,in,[],"[{""url"":""https://pbs.twimg.com/media/G_MnNLAbsAA0Tcf.jpg"",""type"":""photo"",""display_url"":""pic.x.com/oDp0su4ZnV""}]",Twitter for Android,1845005857391779840,[],false,true,"[{""name"":""tempo.co"",""user_id"":""18129942"",""username"":""tempodotco""}]",2013996580236345774,ade745780,false,@tempodotco Mana mungkin berhenti..MBG sampai kiamat kok.. https://t.co/oDp0su4ZnV,https://x.com/ade745780/status/2013996580236345774,Wed Jan 21 15:26:17 +0000 2026,,7315,0,,0,2026-03-31T17:27:31.691574,asdas,false,13,"Sukabumi Selatan, Indonesia",136,https://x.com/tempodotco/status/2013944673065201961,,,Sat Oct 12 07:38:28 +0000 2024,Menjadi diri sendiri,18129942,6568,208,660,2013944673065201961,tempodotco
2026-01-21T14:01:32,in,[],[],Twitter for iPhone,1028427326327992320,[],false,true,"[{""name"":""tempo.co"",""user_id"":""18129942"",""username"":""tempodotco""}]",2013975252007637495,Herzoe_Aja,true,"@tempodotco Bisa buat subsidi tiket pswt, ka, bus &amp; kapal so harga terjangkau buat yg mo mudik. Operasi pasar sembako utk kontrol harga. Bantuan kebutuhan primer buat warga terdampak bencana dll. Mungkinkah dihentikan smtr atau cuma mimpi?",https://x.com/Herzoe_Aja/status/2013975252007637495,Wed Jan 21 14:01:32 +0000 2026,,2818,0,,0,2026-03-31T17:27:31.691647,RI_S,false,3,,28,https://x.com/tempodotco/status/2013944673065201961,,,Sat Aug 11 23:45:56 +0000 2018,"Simple_Sports_Smile.
NKRI_🇮🇩
No Porn pls.",18129942,12720,1090,1305,2013944673065201961,tempodotco
2026-01-21T23:28:15,in,[],[],Twitter for iPhone,1250987353167953930,[],false,true,"[{""name"":""tempo.co"",""user_id"":""18129942"",""username"":""tempodotco""}]",2014117868879958052,skyundocean,false,"@tempodotco Pemerintah bisa benahi banyak masalah kalau ego Presiden diturunin dan realistis, akui aja MBG gak beri efek signifikan buat pendidikan. 
36 T sendiri aja bisa beri gaji layak bagi guru honorer, kinerja mereka bisa lebih bagus krn hidupnya layak. 
Tapi gimana ya, ego prioritas.",https://x.com/skyundocean/status/2014117868879958052,Wed Jan 21 23:28:15 +0000 2026,,1416,0,,0,2026-03-31T17:27:31.691731,Skyandocean 🍉,false,6,,17,https://x.com/tempodotco/status/2013944673065201961,,,Fri Apr 17 03:20:11 +0000 2020,"Ocean is where my heart sail, sky is where my mind soar.",18129942,12967,222,584,2013944673065201961,tempodotco
2026-01-21T14:23:18,in,[],"[{""url"":""https://pbs.twimg.com/media/G_MYyq9XAAAubQO.jpg"",""type"":""photo"",""display_url"":""pic.x.com/sS62SaNFTN""}]",Twitter for Android,1813506920973762560,[],false,true,"[{""name"":""tempo.co"",""user_id"":""18129942"",""username"":""tempodotco""}]",2013980729764716931,DMieaceh80579,false,"@tempodotco Ini Proyek Bancakan...!!!
Sehari saja di Hentikan, dapat mengurangi cuan mereka,
Apalagi terkait kebutuhan untuk berpesta saat Lebaran. https://t.co/sS62SaNFTN",https://x.com/DMieaceh80579/status/2013980729764716931,Wed Jan 21 14:23:18 +0000 2026,,596,0,,0,2026-03-31T17:27:31.691836,Raja Ijazah Palsu,false,2,,8,https://x.com/tempodotco/status/2013944673065201961,,,Wed Jul 17 09:32:48 +0000 2024,,18129942,53387,1141,770,2013944673065201961,tempodotco
2026-01-21T13:20:06,in,[],[],Twitter Web App,1570111918056312837,[],false,true,"[{""name"":""tempo.co"",""user_id"":""18129942"",""username"":""tempodotco""},{""name"":""Grok"",""user_id"":""1720665183188922368"",""username"":""grok""}]",2013964826389729583,Hyuga_2018,false,@tempodotco @grok  bagaimana cara paling efektif meningkatkan kekuatan ekonomi Indonesia dan daya beli masyarakat dengan menggunakan 36 T idr dalam 30 hari selama bulan ramadhan dimana banyak masyarakat Indonesia berpuasa?,https://x.com/Hyuga_2018/status/2013964826389729583,Wed Jan 21 13:20:06 +0000 2026,,1479,0,,1,2026-03-31T17:27:31.691932,CRnKH,false,3,,5,https://x.com/tempodotco/status/2013944673065201961,,,Wed Sep 14 18:07:29 +0000 2022,,18129942,3048,12,50,2013944673065201961,tempodotco
