date,lang,urls,media,source,user_id,hashtags,is_quote,is_reply,mentions,tweet_id,username,verified,full_text,tweet_url,created_at,quoted_url,view_count,quote_count,quoted_text,reply_count,collected_at,display_name,is_main_tweet,retweet_count,user_location,favorite_count,in_reply_to_url,quoted_tweet_id,quoted_username,user_created_at,user_description,in_reply_to_user_id,user_statuses_count,user_followers_count,user_following_count,in_reply_to_status_id,in_reply_to_screen_name
2026-02-13T03:50:02,in,[],"[{""url"":""https://pbs.twimg.com/media/HBAkHTwaYAAx_0i.jpg"",""type"":""photo"",""display_url"":""pic.x.com/ApgmK5CiiZ""}]",Twitter Web App,23343960,[],false,false,[],2022156285186035959,kompascom,true,"Presiden Prabowo Subianto merasakan ada pihak yang menjelek-jelekkan program Makan Bergizi Gratis (MBG) sebagai program yang menghambur-hamburkan uang. 

“Mereka meramalkan proyek ini pasti gagal, program ini menghambur-hamburkan uang,” kata Prabowo di Palmerah, Jakarta Barat, https://t.co/ApgmK5CiiZ",https://x.com/kompascom/status/2022156285186035959,Fri Feb 13 03:50:02 +0000 2026,,1970139,2220,,1758,2026-03-31T15:34:38.373911,Kompas.com,true,763,Jakarta,2782,,,,Sun Mar 08 19:32:04 +0000 2009,"Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya",,2745897,7832314,26,,
2026-02-13T06:54:52,in,[],"[{""url"":""https://pbs.twimg.com/media/HBBOqdCbsAIxnlZ.jpg"",""type"":""photo"",""display_url"":""pic.x.com/w14TrnKKz1""}]",Twitter Web App,1951210364,[],false,true,"[{""name"":""Kompas.com"",""user_id"":""23343960"",""username"":""kompascom""}]",2022202798688125343,elainnaira,false,"@kompascom Lah beneran menghamburkan uang, banyak yang gak mau makan makanan MBG, sampai-sampai dibuat pakan ternak https://t.co/w14TrnKKz1",https://x.com/elainnaira/status/2022202798688125343,Fri Feb 13 06:54:52 +0000 2026,,18766,3,,10,2026-03-31T15:34:38.373954,Naira,false,68,,539,https://x.com/kompascom/status/2022156285186035959,,,Thu Oct 10 08:24:51 +0000 2013,,23343960,1859,54,275,2022156285186035959,kompascom
2026-02-13T07:59:46,in,[],[],Twitter for Android,19844990,[],false,true,"[{""name"":""Kompas.com"",""user_id"":""23343960"",""username"":""kompascom""}]",2022219129592144264,bayuamus,false,"@kompascom Perhatikan narasinya, begitu ada kritik bukannya dirangkul, tapi langsung segregasi, ""mereka"", alias didepak dari kelompok rakyat nya. Lalu perhatikan diksi yang dipakai, ""menjelekkan"", seakan tabu bagi masyarakat untuk mengkritisi program pemimpinnya. 

Belum lagi ditambah",https://x.com/bayuamus/status/2022219129592144264,Fri Feb 13 07:59:46 +0000 2026,,17780,2,,2,2026-03-31T15:34:38.373981,bayuamus,false,71,"Tangerang, Indonesia",402,https://x.com/kompascom/status/2022156285186035959,,,Sun Feb 01 03:29:36 +0000 2009,"Helping businesses create user experiences that boost conversions. Tips, talks, and references on UX & product design. Follow for more.",23343960,14615,3921,535,2022156285186035959,kompascom
2026-02-13T09:09:12,qme,[],"[{""url"":""https://pbs.twimg.com/media/HBBtdxxaMAAXgNW.jpg"",""type"":""photo"",""display_url"":""pic.x.com/yTHxD4KESt""}]",Twitter for Android,1657989481,[],false,true,"[{""name"":""Kompas.com"",""user_id"":""23343960"",""username"":""kompascom""}]",2022236602429558840,onowabojet,false,@kompascom https://t.co/yTHxD4KESt,https://x.com/onowabojet/status/2022236602429558840,Fri Feb 13 09:09:12 +0000 2026,,7710,1,,1,2026-03-31T15:34:38.374012,Tejo,false,22,from the river to the sea,212,https://x.com/kompascom/status/2022156285186035959,,,Fri Aug 09 15:12:44 +0000 2013,"Gusti Allah mboten sare, kulo sing keturon",23343960,24865,215,117,2022156285186035959,kompascom
2026-02-14T11:37:27,qme,"[{""url"":""https://t.co/qZi038b8LB"",""display_url"":""x.com/i/status/20226…"",""expanded_url"":""https://x.com/i/status/2022635857921114575""}]",[],Twitter for Android,1006827831995711488,[],true,true,"[{""name"":""Kompas.com"",""user_id"":""23343960"",""username"":""kompascom""}]",2022636302269845973,ekowboy2,true,@kompascom https://t.co/qZi038b8LB,https://x.com/ekowboy2/status/2022636302269845973,Sat Feb 14 11:37:27 +0000 2026,https://x.com/ekowboy2/status/2022635857921114575,167,0,"Usulan Kepala BP Taskin Budiman Sudjatmiko ke Prabowo integrasi program ekonomi kerakyatan: koperasi,&amp; kampung nelayan Merah Putih, MBG, perumahan rakyat dalam satu ekosistem terpadu disetujui serta ditindaklanjuti..

Masih gak percaya Prabowo jadi sosialis begini padahal gayanya https://t.co/3C1ZZFJZaB",0,2026-03-31T15:34:38.374042,𝓔𝓴𝓸 𝓦𝓲𝓭𝓸𝓭𝓸,false,1,,0,https://x.com/kompascom/status/2022156285186035959,2022635857921114575,ekowboy2,Wed Jun 13 09:17:15 +0000 2018,PENYAMBUNG LIDAH NETIZEN 📢,23343960,12569,200015,1216,2022156285186035959,kompascom
2026-02-14T00:21:22,in,[],[],Twitter for Android,1084942119607783424,[],false,true,"[{""name"":""Kompas.com"",""user_id"":""23343960"",""username"":""kompascom""}]",2022466158549750223,taqibalqibul,true,@kompascom Presiden siapa ini anjirrr,https://x.com/taqibalqibul/status/2022466158549750223,Sat Feb 14 00:21:22 +0000 2026,,31,0,,0,2026-03-31T15:34:38.374066,ibuul,false,0,,0,https://x.com/kompascom/status/2022156285186035959,,,Mon Jan 14 22:35:33 +0000 2019,"Sambat di twitter, sabar di real life.",23343960,583804,101099,2469,2022156285186035959,kompascom
2026-02-13T07:40:06,in,[],"[{""url"":""https://pbs.twimg.com/ext_tw_video_thumb/2022214135501766656/pu/img/X6jIfQ-W-jTaY6I5.jpg"",""type"":""video"",""display_url"":""pic.x.com/FZeowExenZ""}]",Twitter for Android,798901988909907968,[],false,true,"[{""name"":""Kompas.com"",""user_id"":""23343960"",""username"":""kompascom""}]",2022214182192738741,Syarman59,false,@kompascom Bukan gosip tapi fakta kslau Proyek MBG itu Modus Korupsi berkedok efisiensi anggaran https://t.co/FZeowExenZ,https://x.com/Syarman59/status/2022214182192738741,Fri Feb 13 07:40:06 +0000 2026,,5521,0,,9,2026-03-31T15:34:38.374090,Syarman Lawyer,false,40,"Kota Bengkulu, Bengkulu",67,https://x.com/kompascom/status/2022156285186035959,,,Wed Nov 16 14:54:11 +0000 2016,"Profesi Advokat 
Konsultasi Hukum Online 😃",23343960,65160,40527,16934,2022156285186035959,kompascom
2026-02-13T09:39:08,in,[],[],Twitter for Android,1873399773157560320,[],false,true,"[{""name"":""Kompas.com"",""user_id"":""23343960"",""username"":""kompascom""}]",2022244135370105191,saryotto,true,"@kompascom Bukan penghematan, tapi PEMOTONGAN jatah anggaran untuk KESEHATAN, PENDIDIKAN, dan HAL LAIN YANG LEBIH BERMANFAAT untuk rakyat.

Sudah mentok kalo bicara sama pria 70 tahunan.
""Kamu anak kecil tahu apa, hah???""",https://x.com/saryotto/status/2022244135370105191,Fri Feb 13 09:39:08 +0000 2026,,4317,0,,0,2026-03-31T15:34:38.374112,Bréngoszé Saryotto,false,9,,105,https://x.com/kompascom/status/2022156285186035959,,,Sun Dec 29 16:05:09 +0000 2024,• A Man's Perspective • Family Life • UMKM Player • Football Enjoyer • World Watcher •,23343960,2421,545,634,2022156285186035959,kompascom
2026-02-13T05:47:53,in,[],"[{""url"":""https://pbs.twimg.com/media/HBA_ZFqa4AALacm.jpg"",""type"":""photo"",""display_url"":""pic.x.com/GKblZjBwTG""}]",Twitter for Android,1845005857391779840,[],false,true,"[{""name"":""Kompas.com"",""user_id"":""23343960"",""username"":""kompascom""}]",2022185940165513380,ade745780,false,@kompascom Penghematan ndasmu.. https://t.co/GKblZjBwTG,https://x.com/ade745780/status/2022185940165513380,Fri Feb 13 05:47:53 +0000 2026,,4629,0,,1,2026-03-31T15:34:38.374146,asdas,false,12,"Sukabumi Selatan, Indonesia",62,https://x.com/kompascom/status/2022156285186035959,,,Sat Oct 12 07:38:28 +0000 2024,Menjadi diri sendiri,23343960,6568,208,660,2022156285186035959,kompascom
2026-02-13T08:21:45,in,[],"[{""url"":""https://pbs.twimg.com/media/HBBiluqbsAM-3gw.jpg"",""type"":""photo"",""display_url"":""pic.x.com/65cLk45NZ8""},{""url"":""https://pbs.twimg.com/media/HBBimgIaAAAkdOx.jpg"",""type"":""photo"",""display_url"":""pic.x.com/65cLk45NZ8""}]",Twitter for Android,1518293169258909696,[],false,true,"[{""name"":""Kompas.com"",""user_id"":""23343960"",""username"":""kompascom""}]",2022224663347392724,bakuldimsum_,true,@kompascom Ndut Lo mau ga dikasih makan kaya gini? Kata anak gue rotinya ga enak. Hal paling ga berguna di menu mbg adalah daun selada. Anak gue bawa pulang daun seladanya katanya mubazir. Oiya gue tetep bekelin anak gue Krn porsi mbg sedikit. Ini kritik bukan jelekin. https://t.co/65cLk45NZ8,https://x.com/bakuldimsum_/status/2022224663347392724,Fri Feb 13 08:21:45 +0000 2026,,3429,0,,0,2026-03-31T15:34:38.374185,vi🍒,false,2,dimsum ayam mama altaf,36,https://x.com/kompascom/status/2022156285186035959,,,Sun Apr 24 18:18:21 +0000 2022,"dimas ayam 30rb/10pcs.
dikirim dr Cimone TGR.
flat ongkir Jabodetabek 20rb max 6porsi. bisa titip jumber.
pemesanan via DM atau https://t.co/C4VHs5aZny",23343960,61256,12758,2648,2022156285186035959,kompascom
